INSERT INTO RegistroInterventi(Tecnico, Richiesta, Intervento) VALUES
('AOHKMV73J84Q368L', 1500, 0001),
('AOHKMV73J84Q368L', 1500, 0002),
('AOHKMV73J84Q368L', 1500, 0003),
('IOVYGZ84G25I235Q', 1501, 0001),
('NKXZYL65D42E238A', 1501, 0002),
('IOVYGZ84G25I235Q', 1501, 0003),
('IGXEDP10I73J564L', 1502, 0001),
('XKDCTP56B47P209H', 1503, 0001),
('XKDCTP56B47P209H', 1503, 0002),
('TWAJOK98R58Y714P', 1504, 0001),
('WNHIUA46T09L765U', 1504, 0002),
('AOHKMV73J84Q368L', 1505, 0001),
('AOHKMV73J84Q368L', 1505, 0002),
('AOHKMV73J84Q368L', 1505, 0003),
('AOHKMV73J84Q368L', 1506, 0001),
('AOHKMV73J84Q368L', 1506, 0002),
('AOHKMV73J84Q368L', 1506, 0003),
('IGXEDP10I73J564L', 1507, 0001),
('WNHIUA46T09L765U', 1508, 0001),
('GLIMAV29E31B520O', 1509, 0001),
('UJHLTI86P60P714M', 1509, 0002),
('AOHKMV73J84Q368L', 1510, 0001),
('AOHKMV73J84Q368L', 1510, 0002),
('NKXZYL65D42E238A', 1511, 0001),
('AOHKMV73J84Q368L', 1512, 0001),
('AOHKMV73J84Q368L', 1512, 0002),
('AOHKMV73J84Q368L', 1512, 0003),
('IOVYGZ84G25I235Q', 1513, 0001),
('IOVYGZ84G25I235Q', 1513, 0002),
('NKXZYL65D42E238A', 1513, 0003),
('CTJOVK64H91O146H', 1514, 0001),
('NKXZYL65D42E238A', 1514, 0002),
('IOVYGZ84G25I235Q', 1514, 0003),
('XKDCTP56B47P209H', 1515, 0001),
('TWAJOK98R58Y714P', 1516, 0001),
('WNHIUA46T09L765U', 1516, 0002),
('NKXZYL65D42E238A', 1517, 0001),
('NKXZYL65D42E238A', 1517, 0002),
('IOVYGZ84G25I235Q', 1517, 0003),
('IGXEDP10I73J564L', 1518, 0001),
('IGXEDP10I73J564L', 1518, 0002),
('AOHKMV73J84Q368L', 1519, 0001),
('AOHKMV73J84Q368L', 1519, 0002),
('AOHKMV73J84Q368L', 1519, 0003),
('UJHLTI86P60P714M', 1520, 0001),
('TWAJOK98R58Y714P', 1520, 0002),
('CGPMNF06K15T392P', 1520, 0003),
('IGXEDP10I73J564L', 1521, 0001),
('IOVYGZ84G25I235Q', 1522, 0001),
('IOVYGZ84G25I235Q', 1522, 0002),
('UJHLTI86P60P714M', 1523, 0001),
('VGYBUT84J41H814C', 1523, 0002),
('CTJOVK64H91O146H', 1524, 0001),
('IOVYGZ84G25I235Q', 1524, 0002),
('AOHKMV73J84Q368L', 1525, 0001),
('TEFJVI96G02K810Z', 1525, 0002),
('TEFJVI96G02K810Z', 1526, 0001),
('IOVYGZ84G25I235Q', 1527, 0001),
('AOHKMV73J84Q368L', 1528, 0001),
('KNOYAI45L56R691S', 1528, 0002),
('KNOYAI45L56R691S', 1528, 0003),
('IGXEDP10I73J564L', 1529, 0001),
('IGXEDP10I73J564L', 1529, 0002),
('IGXEDP10I73J564L', 1530, 0001),
('IGXEDP10I73J564L', 1530, 0002),
('IGXEDP10I73J564L', 1530, 0003),
('XCATMI90N20B604S', 1531, 0001),
('XKDCTP56B47P209H', 1532, 0001),
('IGXEDP10I73J564L', 1533, 0001),
('IGXEDP10I73J564L', 1533, 0002),
('AOHKMV73J84Q368L', 1534, 0001),
('KNOYAI45L56R691S', 1534, 0002),
('CTJOVK64H91O146H', 1535, 0001),
('AOHKMV73J84Q368L', 1536, 0001),
('AOHKMV73J84Q368L', 1536, 0002),
('TEFJVI96G02K810Z', 1537, 0001),
('AOHKMV73J84Q368L', 1538, 0001),
('AOHKMV73J84Q368L', 1538, 0002),
('NKXZYL65D42E238A', 1539, 0001),
('XKDCTP56B47P209H', 1539, 0002),
('XCATMI90N20B604S', 1539, 0003),
('CTJOVK64H91O146H', 1540, 0001),
('CTJOVK64H91O146H', 1540, 0002),
('GLIMAV29E31B520O', 1540, 0003),
('NKXZYL65D42E238A', 1541, 0001),
('WNHIUA46T09L765U', 1542, 0001),
('TWAJOK98R58Y714P', 1543, 0001),
('NKXZYL65D42E238A', 1544, 0001),
('XCATMI90N20B604S', 1544, 0002),
('AOHKMV73J84Q368L', 1545, 0001),
('AOHKMV73J84Q368L', 1545, 0002),
('WNHIUA46T09L765U', 1546, 0001),
('UJHLTI86P60P714M', 1546, 0002),
('VGYBUT84J41H814C', 1546, 0003),
('TEFJVI96G02K810Z', 1547, 0001),
('TEFJVI96G02K810Z', 1547, 0002),
('TWAJOK98R58Y714P', 1548, 0001),
('CGPMNF06K15T392P', 1548, 0002),
('TWAJOK98R58Y714P', 1548, 0003),
('TEFJVI96G02K810Z', 1549, 0001),
('AOHKMV73J84Q368L', 1549, 0002),
('IGXEDP10I73J564L', 1550, 0001),
('XCATMI90N20B604S', 1551, 0001),
('NKXZYL65D42E238A', 1551, 0002),
('NKXZYL65D42E238A', 1551, 0003),
('XCATMI90N20B604S', 1552, 0001),
('IGXEDP10I73J564L', 1553, 0001),
('IGXEDP10I73J564L', 1553, 0002),
('IGXEDP10I73J564L', 1553, 0003),
('XCATMI90N20B604S', 1554, 0001),
('XKDCTP56B47P209H', 1554, 0002),
('AOHKMV73J84Q368L', 1555, 0001),
('NKXZYL65D42E238A', 1556, 0001),
('CTJOVK64H91O146H', 1556, 0002),
('TWAJOK98R58Y714P', 1557, 0001),
('UJHLTI86P60P714M', 1557, 0002),
('TWAJOK98R58Y714P', 1558, 0001),
('TWAJOK98R58Y714P', 1558, 0002),
('WNHIUA46T09L765U', 1558, 0003),
('TWAJOK98R58Y714P', 1559, 0001),
('IGXEDP10I73J564L', 1560, 0001),
('CTJOVK64H91O146H', 1561, 0001),
('NKXZYL65D42E238A', 1561, 0002),
('IOVYGZ84G25I235Q', 1561, 0003),
('XCATMI90N20B604S', 1562, 0001),
('CTJOVK64H91O146H', 1563, 0001),
('TWAJOK98R58Y714P', 1564, 0001),
('TWAJOK98R58Y714P', 1564, 0002),
('IGXEDP10I73J564L', 1565, 0001),
('IGXEDP10I73J564L', 1565, 0002),
('CTJOVK64H91O146H', 1566, 0001),
('NKXZYL65D42E238A', 1566, 0002),
('NKXZYL65D42E238A', 1566, 0003),
('CTJOVK64H91O146H', 1567, 0001),
('CTJOVK64H91O146H', 1567, 0002),
('NKXZYL65D42E238A', 1568, 0001),
('IOVYGZ84G25I235Q', 1568, 0002),
('NKXZYL65D42E238A', 1568, 0003),
('IGXEDP10I73J564L', 1569, 0001),
('IGXEDP10I73J564L', 1569, 0002),
('XCATMI90N20B604S', 1570, 0001),
('XCATMI90N20B604S', 1570, 0002),
('NKXZYL65D42E238A', 1570, 0003),
('KNOYAI45L56R691S', 1571, 0001),
('TEFJVI96G02K810Z', 1571, 0002),
('AOHKMV73J84Q368L', 1571, 0003),
('XCATMI90N20B604S', 1572, 0001),
('XKDCTP56B47P209H', 1572, 0002),
('AOHKMV73J84Q368L', 1573, 0001),
('AOHKMV73J84Q368L', 1574, 0001),
('AOHKMV73J84Q368L', 1574, 0002),
('AOHKMV73J84Q368L', 1574, 0003),
('IGXEDP10I73J564L', 1575, 0001),
('IGXEDP10I73J564L', 1575, 0002),
('WNHIUA46T09L765U', 1576, 0001),
('IOVYGZ84G25I235Q', 1577, 0001),
('NKXZYL65D42E238A', 1577, 0002),
('AOHKMV73J84Q368L', 1578, 0001),
('NKXZYL65D42E238A', 1579, 0001),
('IGXEDP10I73J564L', 1580, 0001),
('IGXEDP10I73J564L', 1580, 0002),
('NKXZYL65D42E238A', 1581, 0001),
('CTJOVK64H91O146H', 1581, 0002),
('CTJOVK64H91O146H', 1582, 0001),
('CTJOVK64H91O146H', 1582, 0002),
('XKDCTP56B47P209H', 1583, 0001),
('NKXZYL65D42E238A', 1583, 0002),
('XCATMI90N20B604S', 1583, 0003),
('NKXZYL65D42E238A', 1584, 0001),
('IGXEDP10I73J564L', 1585, 0001),
('IGXEDP10I73J564L', 1585, 0002),
('AOHKMV73J84Q368L', 1586, 0001),
('AOHKMV73J84Q368L', 1586, 0002),
('IGXEDP10I73J564L', 1587, 0001),
('IGXEDP10I73J564L', 1587, 0002),
('IGXEDP10I73J564L', 1587, 0003),
('AOHKMV73J84Q368L', 1588, 0001),
('AOHKMV73J84Q368L', 1588, 0002),
('AOHKMV73J84Q368L', 1588, 0003),
('TEFJVI96G02K810Z', 1589, 0001),
('AOHKMV73J84Q368L', 1590, 0001),
('NKXZYL65D42E238A', 1591, 0001),
('NKXZYL65D42E238A', 1591, 0002),
('XKDCTP56B47P209H', 1591, 0003),
('XCATMI90N20B604S', 1592, 0001),
('XKDCTP56B47P209H', 1592, 0002),
('IGXEDP10I73J564L', 1593, 0001),
('KNOYAI45L56R691S', 1594, 0001),
('TEFJVI96G02K810Z', 1594, 0002),
('AOHKMV73J84Q368L', 1594, 0003),
('AOHKMV73J84Q368L', 1595, 0001),
('AOHKMV73J84Q368L', 1595, 0002),
('AOHKMV73J84Q368L', 1595, 0003),
('XCATMI90N20B604S', 1596, 0001),
('XCATMI90N20B604S', 1596, 0002),
('NKXZYL65D42E238A', 1597, 0001),
('XKDCTP56B47P209H', 1597, 0002),
('TEFJVI96G02K810Z', 1598, 0001),
('KNOYAI45L56R691S', 1598, 0002),
('KNOYAI45L56R691S', 1598, 0003),
('IGXEDP10I73J564L', 1599, 0001),
('XCATMI90N20B604S', 1600, 0001),
('NKXZYL65D42E238A', 1601, 0001),
('CTJOVK64H91O146H', 1602, 0001),
('GLIMAV29E31B520O', 1602, 0002),
('AOHKMV73J84Q368L', 1603, 0001),
('AOHKMV73J84Q368L', 1603, 0002),
('AOHKMV73J84Q368L', 1603, 0003),
('NKXZYL65D42E238A', 1604, 0001),
('NKXZYL65D42E238A', 1604, 0002),
('TWAJOK98R58Y714P', 1605, 0001),
('WNHIUA46T09L765U', 1605, 0002),
('CGPMNF06K15T392P', 1605, 0003),
('AOHKMV73J84Q368L', 1606, 0001),
('AOHKMV73J84Q368L', 1607, 0001),
('IGXEDP10I73J564L', 1608, 0001),
('AOHKMV73J84Q368L', 1609, 0001),
('XCATMI90N20B604S', 1610, 0001),
('AOHKMV73J84Q368L', 1611, 0001),
('AOHKMV73J84Q368L', 1611, 0002),
('AOHKMV73J84Q368L', 1611, 0003),
('AOHKMV73J84Q368L', 1612, 0001),
('AOHKMV73J84Q368L', 1612, 0002),
('AOHKMV73J84Q368L', 1612, 0003),
('CTJOVK64H91O146H', 1613, 0001),
('IOVYGZ84G25I235Q', 1613, 0002),
('CTJOVK64H91O146H', 1613, 0003),
('TWAJOK98R58Y714P', 1614, 0001),
('GLIMAV29E31B520O', 1614, 0002),
('XCATMI90N20B604S', 1615, 0001),
('XKDCTP56B47P209H', 1615, 0002),
('IGXEDP10I73J564L', 1616, 0001),
('IGXEDP10I73J564L', 1616, 0002),
('XKDCTP56B47P209H', 1617, 0001),
('IGXEDP10I73J564L', 1618, 0001),
('IGXEDP10I73J564L', 1618, 0002),
('IGXEDP10I73J564L', 1618, 0003),
('XKDCTP56B47P209H', 1619, 0001),
('NKXZYL65D42E238A', 1619, 0002),
('NKXZYL65D42E238A', 1619, 0003),
('IGXEDP10I73J564L', 1620, 0001),
('IGXEDP10I73J564L', 1620, 0002),
('NKXZYL65D42E238A', 1621, 0001),
('NKXZYL65D42E238A', 1621, 0002),
('XKDCTP56B47P209H', 1621, 0003),
('TEFJVI96G02K810Z', 1622, 0001),
('AOHKMV73J84Q368L', 1622, 0002),
('AOHKMV73J84Q368L', 1622, 0003),
('IGXEDP10I73J564L', 1623, 0001),
('IGXEDP10I73J564L', 1623, 0002),
('IGXEDP10I73J564L', 1623, 0003),
('IOVYGZ84G25I235Q', 1624, 0001),
('AOHKMV73J84Q368L', 1625, 0001),
('KNOYAI45L56R691S', 1625, 0002),
('TEFJVI96G02K810Z', 1625, 0003),
('NKXZYL65D42E238A', 1626, 0001),
('XCATMI90N20B604S', 1626, 0002),
('XCATMI90N20B604S', 1626, 0003),
('AOHKMV73J84Q368L', 1627, 0001),
('AOHKMV73J84Q368L', 1627, 0002),
('IGXEDP10I73J564L', 1628, 0001),
('IGXEDP10I73J564L', 1628, 0002),
('AOHKMV73J84Q368L', 1629, 0001),
('AOHKMV73J84Q368L', 1629, 0002),
('TEFJVI96G02K810Z', 1630, 0001),
('XCATMI90N20B604S', 1631, 0001),
('XCATMI90N20B604S', 1631, 0002),
('IGXEDP10I73J564L', 1632, 0001),
('IGXEDP10I73J564L', 1633, 0001),
('IGXEDP10I73J564L', 1633, 0002),
('CGPMNF06K15T392P', 1634, 0001),
('GLIMAV29E31B520O', 1635, 0001),
('GLIMAV29E31B520O', 1635, 0002),
('AOHKMV73J84Q368L', 1636, 0001),
('AOHKMV73J84Q368L', 1636, 0002),
('AOHKMV73J84Q368L', 1636, 0003),
('CTJOVK64H91O146H', 1637, 0001),
('TEFJVI96G02K810Z', 1638, 0001),
('IGXEDP10I73J564L', 1639, 0001),
('IGXEDP10I73J564L', 1639, 0002),
('IGXEDP10I73J564L', 1639, 0003),
('AOHKMV73J84Q368L', 1640, 0001),
('AOHKMV73J84Q368L', 1641, 0001),
('AOHKMV73J84Q368L', 1641, 0002),
('AOHKMV73J84Q368L', 1641, 0003),
('IOVYGZ84G25I235Q', 1642, 0001),
('IOVYGZ84G25I235Q', 1642, 0002),
('IOVYGZ84G25I235Q', 1642, 0003),
('IOVYGZ84G25I235Q', 1643, 0001),
('IOVYGZ84G25I235Q', 1643, 0002),
('NKXZYL65D42E238A', 1643, 0003),
('AOHKMV73J84Q368L', 1644, 0001),
('AOHKMV73J84Q368L', 1645, 0001),
('AOHKMV73J84Q368L', 1646, 0001),
('IGXEDP10I73J564L', 1647, 0001),
('AOHKMV73J84Q368L', 1648, 0001),
('AOHKMV73J84Q368L', 1649, 0001),
('XCATMI90N20B604S', 1650, 0001),
('IGXEDP10I73J564L', 1651, 0001),
('IGXEDP10I73J564L', 1651, 0002),
('IGXEDP10I73J564L', 1651, 0003),
('GLIMAV29E31B520O', 1652, 0001),
('TWAJOK98R58Y714P', 1652, 0002),
('XCATMI90N20B604S', 1653, 0001),
('XCATMI90N20B604S', 1653, 0002),
('KNOYAI45L56R691S', 1654, 0001),
('NKXZYL65D42E238A', 1655, 0001),
('AOHKMV73J84Q368L', 1656, 0001),
('AOHKMV73J84Q368L', 1656, 0002),
('AOHKMV73J84Q368L', 1656, 0003),
('XCATMI90N20B604S', 1657, 0001),
('XCATMI90N20B604S', 1657, 0002),
('XCATMI90N20B604S', 1657, 0003),
('IOVYGZ84G25I235Q', 1658, 0001),
('NKXZYL65D42E238A', 1659, 0001),
('XKDCTP56B47P209H', 1659, 0002),
('NKXZYL65D42E238A', 1659, 0003),
('CTJOVK64H91O146H', 1660, 0001),
('IOVYGZ84G25I235Q', 1660, 0002),
('AOHKMV73J84Q368L', 1661, 0001),
('XKDCTP56B47P209H', 1662, 0001),
('IGXEDP10I73J564L', 1663, 0001),
('IGXEDP10I73J564L', 1663, 0002),
('IGXEDP10I73J564L', 1663, 0003),
('TEFJVI96G02K810Z', 1664, 0001),
('WNHIUA46T09L765U', 1665, 0001),
('KNOYAI45L56R691S', 1666, 0001),
('TEFJVI96G02K810Z', 1666, 0002),
('NKXZYL65D42E238A', 1667, 0001),
('XKDCTP56B47P209H', 1668, 0001),
('NKXZYL65D42E238A', 1669, 0001),
('XKDCTP56B47P209H', 1670, 0001),
('NKXZYL65D42E238A', 1670, 0002),
('XKDCTP56B47P209H', 1670, 0003),
('AOHKMV73J84Q368L', 1671, 0001),
('AOHKMV73J84Q368L', 1671, 0002),
('IGXEDP10I73J564L', 1672, 0001),
('IGXEDP10I73J564L', 1672, 0002),
('IGXEDP10I73J564L', 1672, 0003),
('AOHKMV73J84Q368L', 1673, 0001),
('AOHKMV73J84Q368L', 1673, 0002),
('AOHKMV73J84Q368L', 1673, 0003),
('AOHKMV73J84Q368L', 1674, 0001),
('AOHKMV73J84Q368L', 1674, 0002),
('KNOYAI45L56R691S', 1674, 0003),
('UJHLTI86P60P714M', 1675, 0001),
('IGXEDP10I73J564L', 1676, 0001),
('IGXEDP10I73J564L', 1676, 0002),
('IGXEDP10I73J564L', 1676, 0003),
('IGXEDP10I73J564L', 1677, 0001),
('AOHKMV73J84Q368L', 1678, 0001),
('KNOYAI45L56R691S', 1679, 0001),
('AOHKMV73J84Q368L', 1680, 0001),
('UJHLTI86P60P714M', 1681, 0001),
('AOHKMV73J84Q368L', 1682, 0001),
('AOHKMV73J84Q368L', 1682, 0002),
('KNOYAI45L56R691S', 1682, 0003),
('AOHKMV73J84Q368L', 1683, 0001),
('AOHKMV73J84Q368L', 1683, 0002),
('UJHLTI86P60P714M', 1684, 0001),
('IGXEDP10I73J564L', 1685, 0001),
('XCATMI90N20B604S', 1686, 0001),
('IGXEDP10I73J564L', 1687, 0001),
('IGXEDP10I73J564L', 1687, 0002),
('IGXEDP10I73J564L', 1687, 0003),
('AOHKMV73J84Q368L', 1688, 0001),
('WNHIUA46T09L765U', 1689, 0001),
('WNHIUA46T09L765U', 1689, 0002),
('WNHIUA46T09L765U', 1689, 0003),
('GLIMAV29E31B520O', 1690, 0001),
('CTJOVK64H91O146H', 1690, 0002),
('KNOYAI45L56R691S', 1691, 0001),
('AOHKMV73J84Q368L', 1691, 0002),
('CTJOVK64H91O146H', 1692, 0001),
('CTJOVK64H91O146H', 1692, 0002),
('VGYBUT84J41H814C', 1693, 0001),
('IGXEDP10I73J564L', 1694, 0001),
('CGPMNF06K15T392P', 1695, 0001),
('GLIMAV29E31B520O', 1695, 0002),
('IOVYGZ84G25I235Q', 1696, 0001),
('IOVYGZ84G25I235Q', 1696, 0002),
('KNOYAI45L56R691S', 1697, 0001),
('IGXEDP10I73J564L', 1698, 0001),
('IGXEDP10I73J564L', 1698, 0002),
('IGXEDP10I73J564L', 1698, 0003),
('XCATMI90N20B604S', 1699, 0001),
('NKXZYL65D42E238A', 1699, 0002),
('TEFJVI96G02K810Z', 1700, 0001),
('AOHKMV73J84Q368L', 1700, 0002),
('AOHKMV73J84Q368L', 1701, 0001),
('AOHKMV73J84Q368L', 1701, 0002),
('AOHKMV73J84Q368L', 1701, 0003),
('IGXEDP10I73J564L', 1702, 0001),
('NKXZYL65D42E238A', 1703, 0001),
('XCATMI90N20B604S', 1704, 0001),
('XCATMI90N20B604S', 1704, 0002),
('IGXEDP10I73J564L', 1705, 0001),
('IGXEDP10I73J564L', 1705, 0002),
('TWAJOK98R58Y714P', 1706, 0001),
('IOVYGZ84G25I235Q', 1707, 0001),
('NKXZYL65D42E238A', 1707, 0002),
('IGXEDP10I73J564L', 1708, 0001),
('IGXEDP10I73J564L', 1708, 0002),
('TEFJVI96G02K810Z', 1709, 0001),
('TEFJVI96G02K810Z', 1709, 0002),
('TEFJVI96G02K810Z', 1709, 0003),
('CTJOVK64H91O146H', 1710, 0001),
('TWAJOK98R58Y714P', 1710, 0002),
('NKXZYL65D42E238A', 1711, 0001),
('NKXZYL65D42E238A', 1711, 0002),
('XCATMI90N20B604S', 1711, 0003),
('IGXEDP10I73J564L', 1712, 0001),
('IGXEDP10I73J564L', 1712, 0002),
('IGXEDP10I73J564L', 1712, 0003),
('XCATMI90N20B604S', 1713, 0001),
('XCATMI90N20B604S', 1713, 0002),
('IGXEDP10I73J564L', 1714, 0001),
('IGXEDP10I73J564L', 1714, 0002),
('AOHKMV73J84Q368L', 1715, 0001),
('AOHKMV73J84Q368L', 1715, 0002),
('TEFJVI96G02K810Z', 1716, 0001),
('CGPMNF06K15T392P', 1717, 0001),
('UJHLTI86P60P714M', 1717, 0002),
('WNHIUA46T09L765U', 1717, 0003),
('IGXEDP10I73J564L', 1718, 0001),
('IGXEDP10I73J564L', 1718, 0002),
('AOHKMV73J84Q368L', 1719, 0001),
('IGXEDP10I73J564L', 1720, 0001),
('IGXEDP10I73J564L', 1720, 0002),
('IGXEDP10I73J564L', 1720, 0003),
('XKDCTP56B47P209H', 1721, 0001),
('XCATMI90N20B604S', 1721, 0002),
('XCATMI90N20B604S', 1721, 0003),
('UJHLTI86P60P714M', 1722, 0001),
('IGXEDP10I73J564L', 1723, 0001),
('CTJOVK64H91O146H', 1724, 0001),
('WNHIUA46T09L765U', 1725, 0001),
('WNHIUA46T09L765U', 1725, 0002),
('IOVYGZ84G25I235Q', 1726, 0001),
('NKXZYL65D42E238A', 1726, 0002),
('IGXEDP10I73J564L', 1727, 0001),
('CTJOVK64H91O146H', 1728, 0001),
('CTJOVK64H91O146H', 1728, 0002),
('XKDCTP56B47P209H', 1729, 0001),
('AOHKMV73J84Q368L', 1730, 0001),
('AOHKMV73J84Q368L', 1731, 0001),
('AOHKMV73J84Q368L', 1731, 0002),
('KNOYAI45L56R691S', 1731, 0003),
('NKXZYL65D42E238A', 1732, 0001),
('AOHKMV73J84Q368L', 1733, 0001),
('TEFJVI96G02K810Z', 1734, 0001),
('KNOYAI45L56R691S', 1734, 0002),
('NKXZYL65D42E238A', 1735, 0001),
('NKXZYL65D42E238A', 1735, 0002),
('AOHKMV73J84Q368L', 1736, 0001),
('AOHKMV73J84Q368L', 1736, 0002),
('WNHIUA46T09L765U', 1737, 0001),
('CTJOVK64H91O146H', 1737, 0002),
('XCATMI90N20B604S', 1738, 0001),
('XKDCTP56B47P209H', 1739, 0001),
('XKDCTP56B47P209H', 1739, 0002),
('NKXZYL65D42E238A', 1739, 0003),
('XCATMI90N20B604S', 1740, 0001),
('UJHLTI86P60P714M', 1741, 0001),
('GLIMAV29E31B520O', 1741, 0002),
('NKXZYL65D42E238A', 1742, 0001),
('WNHIUA46T09L765U', 1743, 0001),
('GLIMAV29E31B520O', 1744, 0001),
('CTJOVK64H91O146H', 1744, 0002),
('CTJOVK64H91O146H', 1745, 0001),
('WNHIUA46T09L765U', 1745, 0002),
('VGYBUT84J41H814C', 1745, 0003),
('NKXZYL65D42E238A', 1746, 0001),
('CTJOVK64H91O146H', 1747, 0001),
('AOHKMV73J84Q368L', 1748, 0001),
('AOHKMV73J84Q368L', 1748, 0002),
('AOHKMV73J84Q368L', 1749, 0001),
('IOVYGZ84G25I235Q', 1750, 0001),
('IOVYGZ84G25I235Q', 1750, 0002),
('CGPMNF06K15T392P', 1751, 0001),
('TWAJOK98R58Y714P', 1751, 0002),
('IGXEDP10I73J564L', 1752, 0001),
('TEFJVI96G02K810Z', 1753, 0001),
('AOHKMV73J84Q368L', 1753, 0002),
('AOHKMV73J84Q368L', 1754, 0001),
('TEFJVI96G02K810Z', 1754, 0002),
('KNOYAI45L56R691S', 1754, 0003),
('AOHKMV73J84Q368L', 1755, 0001),
('AOHKMV73J84Q368L', 1755, 0002),
('CTJOVK64H91O146H', 1756, 0001),
('NKXZYL65D42E238A', 1756, 0002),
('AOHKMV73J84Q368L', 1757, 0001),
('AOHKMV73J84Q368L', 1757, 0002),
('AOHKMV73J84Q368L', 1757, 0003),
('IGXEDP10I73J564L', 1758, 0001),
('KNOYAI45L56R691S', 1759, 0001),
('NKXZYL65D42E238A', 1760, 0001),
('XCATMI90N20B604S', 1760, 0002),
('KNOYAI45L56R691S', 1761, 0001),
('KNOYAI45L56R691S', 1761, 0002),
('IOVYGZ84G25I235Q', 1762, 0001),
('NKXZYL65D42E238A', 1762, 0002),
('NKXZYL65D42E238A', 1763, 0001),
('NKXZYL65D42E238A', 1763, 0002),
('AOHKMV73J84Q368L', 1764, 0001),
('AOHKMV73J84Q368L', 1764, 0002),
('XCATMI90N20B604S', 1765, 0001),
('NKXZYL65D42E238A', 1765, 0002),
('XCATMI90N20B604S', 1765, 0003),
('NKXZYL65D42E238A', 1766, 0001),
('AOHKMV73J84Q368L', 1767, 0001),
('XKDCTP56B47P209H', 1768, 0001),
('XCATMI90N20B604S', 1769, 0001),
('XCATMI90N20B604S', 1770, 0001),
('XCATMI90N20B604S', 1770, 0002),
('CTJOVK64H91O146H', 1771, 0001),
('CTJOVK64H91O146H', 1771, 0002),
('KNOYAI45L56R691S', 1772, 0001),
('TEFJVI96G02K810Z', 1772, 0002),
('TEFJVI96G02K810Z', 1772, 0003),
('IGXEDP10I73J564L', 1773, 0001),
('IGXEDP10I73J564L', 1773, 0002),
('TEFJVI96G02K810Z', 1774, 0001),
('KNOYAI45L56R691S', 1774, 0002),
('KNOYAI45L56R691S', 1774, 0003),
('XKDCTP56B47P209H', 1775, 0001),
('XKDCTP56B47P209H', 1775, 0002),
('NKXZYL65D42E238A', 1775, 0003),
('IOVYGZ84G25I235Q', 1776, 0001),
('XKDCTP56B47P209H', 1777, 0001),
('XCATMI90N20B604S', 1777, 0002),
('NKXZYL65D42E238A', 1777, 0003),
('AOHKMV73J84Q368L', 1778, 0001),
('CTJOVK64H91O146H', 1779, 0001),
('CTJOVK64H91O146H', 1779, 0002),
('NKXZYL65D42E238A', 1779, 0003),
('NKXZYL65D42E238A', 1780, 0001),
('NKXZYL65D42E238A', 1781, 0001),
('NKXZYL65D42E238A', 1781, 0002),
('KNOYAI45L56R691S', 1782, 0001),
('AOHKMV73J84Q368L', 1782, 0002),
('CGPMNF06K15T392P', 1783, 0001),
('GLIMAV29E31B520O', 1783, 0002),
('WNHIUA46T09L765U', 1784, 0001),
('UJHLTI86P60P714M', 1784, 0002),
('CTJOVK64H91O146H', 1785, 0001),
('IOVYGZ84G25I235Q', 1785, 0002),
('CTJOVK64H91O146H', 1786, 0001),
('CTJOVK64H91O146H', 1786, 0002),
('AOHKMV73J84Q368L', 1787, 0001),
('TEFJVI96G02K810Z', 1787, 0002),
('TEFJVI96G02K810Z', 1787, 0003),
('IGXEDP10I73J564L', 1788, 0001),
('AOHKMV73J84Q368L', 1789, 0001),
('VGYBUT84J41H814C', 1790, 0001),
('AOHKMV73J84Q368L', 1791, 0001),
('AOHKMV73J84Q368L', 1791, 0002),
('TEFJVI96G02K810Z', 1792, 0001),
('KNOYAI45L56R691S', 1792, 0002),
('TEFJVI96G02K810Z', 1792, 0003),
('AOHKMV73J84Q368L', 1793, 0001),
('AOHKMV73J84Q368L', 1793, 0002),
('KNOYAI45L56R691S', 1793, 0003),
('NKXZYL65D42E238A', 1794, 0001),
('NKXZYL65D42E238A', 1795, 0001),
('NKXZYL65D42E238A', 1795, 0002),
('XCATMI90N20B604S', 1795, 0003),
('IGXEDP10I73J564L', 1796, 0001),
('IGXEDP10I73J564L', 1796, 0002),
('TEFJVI96G02K810Z', 1797, 0001),
('TEFJVI96G02K810Z', 1797, 0002),
('TWAJOK98R58Y714P', 1798, 0001),
('AOHKMV73J84Q368L', 1799, 0001),
('KNOYAI45L56R691S', 1799, 0002),
('TEFJVI96G02K810Z', 1799, 0003),
('IGXEDP10I73J564L', 1800, 0001),
('IGXEDP10I73J564L', 1800, 0002),
('IGXEDP10I73J564L', 1800, 0003),
('IGXEDP10I73J564L', 1801, 0001),
('IGXEDP10I73J564L', 1801, 0002),
('IGXEDP10I73J564L', 1801, 0003),
('IGXEDP10I73J564L', 1802, 0001),
('AOHKMV73J84Q368L', 1803, 0001),
('TWAJOK98R58Y714P', 1804, 0001),
('VGYBUT84J41H814C', 1804, 0002),
('WNHIUA46T09L765U', 1804, 0003),
('CTJOVK64H91O146H', 1805, 0001),
('TEFJVI96G02K810Z', 1806, 0001),
('AOHKMV73J84Q368L', 1806, 0002),
('AOHKMV73J84Q368L', 1806, 0003),
('NKXZYL65D42E238A', 1807, 0001),
('NKXZYL65D42E238A', 1807, 0002),
('XKDCTP56B47P209H', 1807, 0003),
('TEFJVI96G02K810Z', 1808, 0001),
('TEFJVI96G02K810Z', 1808, 0002),
('NKXZYL65D42E238A', 1809, 0001),
('XKDCTP56B47P209H', 1809, 0002),
('NKXZYL65D42E238A', 1810, 0001),
